unit_id,name,attack,defense,min_dmg,max_dmg,hp,speed,ai_value,is_flyer,is_shooter,no_retaliation,is_undead,is_spellcaster,breath_attack,double_attack,is_two_hex,spell_id,spell_resist
180,Satyr,10.0,11.0,6.0,10.0,35.0,7.0,518.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
181,Steel Golem,10.0,11.0,6.0,8.0,45.0,6.0,597.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8
182,Troll,14.0,7.0,10.0,15.0,40.0,7.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Gold Golem,11.0,12.0,8.0,10.0,50.0,5.0,600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85
184,Fangarm,12.0,12.0,8.0,12.0,50.0,6.0,929.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Diamond Golem,13.0,12.0,10.0,14.0,60.0,5.0,775.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.95
186,Enchanter,17.0,12.0,14.0,14.0,30.0,9.0,1210.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
187,Faerie Dragon,20.0,20.0,20.0,30.0,500.0,15.0,3050119580.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
188,Rust Dragon,30.0,30.0,50.0,50.0,750.0,17.0,26433.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
189,Crystal Dragon,40.0,40.0,60.0,75.0,800.0,16.0,39338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
190,Azure Dragon,50.0,50.0,70.0,80.0,1000.0,19.0,78845.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
